alist-encrypt  | 2026-06-05T07:13:52 [req-c12d4e] [api:/auth] [request] POST /api/auth/login status=200 bytes=238 duration=2.617514ms
alist-encrypt  | 2026-06-05T07:14:10+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" failure_reason=range_invalid fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" range=bytes=1990866702- strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-05T07:14:10+08:00 ERR WebDAV GET decryption failed error="requested range not satisfiable, file size: 1990866702" failure=range_invalid path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4"
alist-encrypt  | 2026-06-05T07:14:10 [req-925770] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=502 bytes=32 duration=1.138050568s
alist-encrypt  | 2026-06-05T07:14:13 [req-ac5c87] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:14:13 [req-ac5c87] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:14:13 [req-ac5c87] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:14:13 [req-ac5c87] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-05T07:14:13 [req-ac5c87] [移动云盘156:/encrypt] [propfind] Timings upstream=2.483301ms parse=1.515409ms decrypt=36.431µs entries=1 bytes=581
alist-encrypt  | 2026-06-05T07:14:13 [req-ac5c87] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=207 bytes=581 duration=4.127922ms
alist-encrypt  | 2026-06-05T07:14:13 [req-48e949] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:14:13 [req-48e949] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin
alist-encrypt  | 2026-06-05T07:14:13 [req-48e949] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:14:13 [req-48e949] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:14:13 [req-48e949] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=35)
alist-encrypt  | 2026-06-05T07:14:13 [req-48e949] [移动云盘156:/encrypt] [webdav-get] File size: 1990866734, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:14:13 [req-48e949] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin
alist-encrypt  | 2026-06-05T07:14:13+08:00 INF Inspected V2 playback content meta category=playback ciphertext_size=1990866734 consumer_scenario=webdav_get header_len=32 path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" plaintext_size=1990866702 target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-05T07:14:13+08:00 INF Normalized V2 playback sizes ciphertext_size=1990866734 client_range=bytes=1990866702- file_size_after=1990866702 file_size_before=1990866702 header_len=32 plaintext_size=1990866702 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/b9d880f7292e4fd2b362ca01409aec82086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0o5V%2BYO0--v.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231413Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlQyrgyGl9tQfyKK6FkFLCYOPoB1zpeDU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=3b9af48f27ec5cb4a2ce76e3793a4ec8f1df9192a4bee315244a69c310662751 upstream_content_range=
alist-encrypt  | 2026-06-05T07:14:14 [req-48e949] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=502 bytes=32 duration=1.153946616s
alist-encrypt  | 2026-06-05T07:14:14+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" failure_reason=range_invalid fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" range=bytes=1990866702- strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-05T07:14:14+08:00 ERR WebDAV GET decryption failed error="requested range not satisfiable, file size: 1990866702" failure=range_invalid path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4"
alist-encrypt  | 2026-06-05T07:14:17 [req-bcf3fa] [list:/] [list] Handling fs list for path: /
alist-encrypt  | 2026-06-05T07:14:17 [req-bcf3fa] [list:/] [request] POST /api/fs/list status=200 bytes=73 duration=5.782308ms
alist-encrypt  | 2026-06-05T07:14:21 [req-9b0107] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4
alist-encrypt  | 2026-06-05T07:14:21 [req-9b0107] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:14:21 [req-9b0107] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:14:21 [req-9b0107] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-05T07:14:21 [req-9b0107] [移动云盘156:/encrypt] [propfind] Timings upstream=2.010704ms parse=1.244606ms decrypt=30.183µs entries=1 bytes=581
alist-encrypt  | 2026-06-05T07:14:21 [req-9b0107] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 status=207 bytes=581 duration=3.3692ms
alist-encrypt  | 2026-06-05T07:14:21 [req-2d0807] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4
alist-encrypt  | 2026-06-05T07:14:21 [req-2d0807] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:14:21 [req-2d0807] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:14:21 [req-1fc2bf] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4
alist-encrypt  | 2026-06-05T07:14:21 [req-1fc2bf] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:14:21 [req-1fc2bf] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:14:21 [req-2d0807] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-05T07:14:21 [req-1fc2bf] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-05T07:14:21 [req-2d0807] [移动云盘156:/encrypt] [propfind] Timings upstream=1.569567ms parse=1.31131ms decrypt=43.42µs entries=1 bytes=581
alist-encrypt  | 2026-06-05T07:14:21 [req-2d0807] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 status=207 bytes=581 duration=3.047408ms
alist-encrypt  | 2026-06-05T07:14:21 [req-1fc2bf] [移动云盘156:/encrypt] [propfind] Timings upstream=1.552183ms parse=1.573352ms decrypt=24.965µs entries=1 bytes=581
alist-encrypt  | 2026-06-05T07:14:21 [req-1fc2bf] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 status=207 bytes=581 duration=3.308954ms
alist-encrypt  | 2026-06-05T07:14:21 [req-d56cc4] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4
alist-encrypt  | 2026-06-05T07:14:21 [req-d56cc4] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin
alist-encrypt  | 2026-06-05T07:14:21 [req-d56cc4] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:14:21 [req-d56cc4] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4
alist-encrypt  | 2026-06-05T07:14:21 [req-d56cc4] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=36)
alist-encrypt  | 2026-06-05T07:14:21 [req-d56cc4] [移动云盘156:/encrypt] [webdav-get] File size: 1136828276, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:14:21 [req-d56cc4] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin
alist-encrypt  | 2026-06-05T07:14:21 [req-1c3737] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4
alist-encrypt  | 2026-06-05T07:14:21 [req-bc92cc] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4
alist-encrypt  | 2026-06-05T07:14:21 [req-bc92cc] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin
alist-encrypt  | 2026-06-05T07:14:21 [req-1c3737] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin
alist-encrypt  | 2026-06-05T07:14:21 [req-1c3737] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:14:21 [req-1c3737] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4
alist-encrypt  | 2026-06-05T07:14:21 [req-1c3737] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=37)
alist-encrypt  | 2026-06-05T07:14:21 [req-1c3737] [移动云盘156:/encrypt] [webdav-get] File size: 2168243790, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:14:21 [req-1c3737] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin
alist-encrypt  | 2026-06-05T07:14:21 [req-bc92cc] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:14:21 [req-bc92cc] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4
alist-encrypt  | 2026-06-05T07:14:21 [req-bc92cc] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=38)
alist-encrypt  | 2026-06-05T07:14:21 [req-bc92cc] [移动云盘156:/encrypt] [webdav-get] File size: 2085670464, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:14:21 [req-bc92cc] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin
alist-encrypt  | 2026-06-05T07:14:21+08:00 INF Inspected V2 playback content meta category=playback ciphertext_size=2085670464 consumer_scenario=webdav_get header_len=32 path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4" plaintext_size=2085670432 target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin"
alist-encrypt  | 2026-06-05T07:14:21+08:00 INF Inspected V2 playback content meta category=playback ciphertext_size=1136828276 consumer_scenario=webdav_get header_len=32 path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4" plaintext_size=1136828244 target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin"
alist-encrypt  | 2026-06-05T07:14:21+08:00 INF Inspected V2 playback content meta category=playback ciphertext_size=2168243790 consumer_scenario=webdav_get header_len=32 path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4" plaintext_size=2168243758 target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin"
alist-encrypt  | 2026-06-05T07:14:21 [req-e09825] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:14:21 [req-e09825] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:14:21 [req-e09825] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:14:21 [req-e09825] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-05T07:14:21 [req-e09825] [移动云盘156:/encrypt] [propfind] Timings upstream=4.207423ms parse=3.131444ms decrypt=98.382µs entries=1 bytes=581
alist-encrypt  | 2026-06-05T07:14:21 [req-e09825] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=207 bytes=581 duration=7.71235ms
alist-encrypt  | 2026-06-05T07:14:21 [req-adbd90] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:14:21 [req-adbd90] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin
alist-encrypt  | 2026-06-05T07:14:21 [req-adbd90] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:14:21 [req-adbd90] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:14:21 [req-adbd90] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=39)
alist-encrypt  | 2026-06-05T07:14:21 [req-adbd90] [移动云盘156:/encrypt] [webdav-get] File size: 1990866734, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:14:21 [req-adbd90] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin
alist-encrypt  | 2026-06-05T07:14:21+08:00 INF Normalized V2 playback sizes ciphertext_size=2085670464 client_range= file_size_after=2085670432 file_size_before=2085670432 header_len=32 plaintext_size=2085670432 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/a8b547bf029f4718bc2e829ac5372858086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg035V%2BYO0--6.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231421Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FjYQIyiNJFyXILcW9a9dIYZsHA1RxSQEl&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=a1e3b6bf9fec54f792fec67bbdb089ad726d4867992fa0cdcf9cb1af42c2d662 upstream_content_range="bytes 0-2085670463/2085670464"
alist-encrypt  | 2026-06-05T07:14:21+08:00 INF Normalized V2 playback sizes ciphertext_size=2168243790 client_range= file_size_after=2168243758 file_size_before=2168243758 header_len=32 plaintext_size=2168243758 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/18b691d8280347da802530a78fbd8bf9086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0p5V%2BYO0--3.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231421Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FojDWJGOCQu69QjSOKm5H-bSz3boxglTu&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=6eb61b2bac8e21e32e688ef6bd1a278cdb32aa8e5e6cd8e733065bbac796b33c upstream_content_range="bytes 0-2168243789/2168243790"
alist-encrypt  | 2026-06-05T07:14:21+08:00 INF Normalized V2 playback sizes ciphertext_size=1136828276 client_range= file_size_after=1136828244 file_size_before=1136828244 header_len=32 plaintext_size=1136828244 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/5f68a7bd490741119f14ed52d9e32f8e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0%2B5V%2BYO0--1.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231421Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FttbFm-KrF2f7WHKwHZBJO6BVzgWwqwFn&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=dd524ff027c2908515f04c347626fa72ed2ce3fea3c6f8e8d176aa0525a279fb upstream_content_range="bytes 0-1136828275/1136828276"
alist-encrypt  | 2026-06-05T07:14:21+08:00 INF Inspected V2 playback content meta category=playback ciphertext_size=1990866734 consumer_scenario=webdav_get header_len=32 path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" plaintext_size=1990866702 target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-05T07:14:22+08:00 INF Normalized V2 playback sizes ciphertext_size=1990866734 client_range=bytes=1990866702- file_size_after=1990866702 file_size_before=1990866702 header_len=32 plaintext_size=1990866702 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/b9d880f7292e4fd2b362ca01409aec82086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0o5V%2BYO0--v.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231421Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlQyrgyGl9tQfyKK6FkFLCYOPoB1zpeDU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=a902e28e7f9b0c649def16def63e9c30cfa229346556f2df9afc6b34802df30c upstream_content_range=
alist-encrypt  | 2026-06-05T07:14:22+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" failure_reason=range_invalid fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" range=bytes=1990866702- strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
